lat,lon,excess_deaths,pm25_annual,t2m_annual,population,quadrant,predicted_global,residuals,hotspot
22.905000686645508,72.40499877929688,2.2047195434570312,54.14166259765625,33.12094497680664,9657.142578125,0,2.202639219465114,0.0020803239919171546,False
22.905000686645508,72.41500091552734,2.2385733127593994,55.80833053588867,33.12094497680664,9657.142578125,0,2.237287219795316,0.0012860929640834406,False
22.905000686645508,72.42500305175781,2.2585346698760986,56.80833435058594,33.12094497680664,9657.142578125,0,2.2580760834357725,0.0004585864403261475,False
22.905000686645508,72.43499755859375,2.2485861778259277,56.30833053588867,33.12094497680664,9657.142578125,0,2.247681611964085,0.0009045658618429542,False
22.905000686645508,72.44499969482422,2.216994047164917,54.74166488647461,33.12094497680664,9657.142578125,0,2.215112537649388,0.0018815095155289008,False
22.905000686645508,72.45500183105469,2.183694362640381,53.125,33.12094497680664,9657.142578125,0,2.181504039978398,0.0021903226619830463,True
22.905000686645508,72.46499633789062,2.1653590202331543,52.25,33.12094497680664,9657.142578125,0,2.1633138536830523,0.0020451665501020067,False
22.905000686645508,72.4749984741211,2.169394016265869,52.44166564941406,33.12094497680664,9657.142578125,0,2.1672983495336355,0.002095666732233603,False
22.905000686645508,72.48500061035156,2.168693780899048,52.4083366394043,33.12094497680664,9657.142578125,0,2.166605479932359,0.002088300966688994,False
22.905000686645508,72.49500274658203,2.1439521312713623,51.241668701171875,33.12094497680664,9657.142578125,0,2.142351871770926,0.0016002595004365183,False
22.905000686645508,72.50499725341797,2.139669179916382,51.04166793823242,33.12094497680664,9657.142578125,0,2.1381940990428343,0.0014750808735475296,False
22.905000686645508,72.51499938964844,2.148756504058838,51.4666633605957,33.12094497680664,9657.142578125,0,2.1470292372227853,0.001727266836052621,False
22.905000686645508,72.5250015258789,2.1707959175109863,52.508331298828125,33.12094497680664,9657.142578125,0,2.1686842473420263,0.002111670168960078,False
22.905000686645508,72.53500366210938,2.194242000579834,53.63334274291992,33.12094497680664,9657.142578125,0,2.192071867630512,0.002170132949321779,False
22.905000686645508,72.54499816894531,2.212571859359741,54.52499771118164,33.12094497680664,9657.142578125,0,2.210608290469199,0.0019635688905421667,False
22.905000686645508,72.55500030517578,2.2200465202331543,54.89167404174805,33.12094497680664,9657.142578125,0,2.218231045627024,0.0018154746061305183,False
22.905000686645508,72.56500244140625,2.22343111038208,55.05833435058594,33.12094497680664,9657.142578125,0,2.221695710845082,0.0017353995369981945,False
22.905000686645508,72.57499694824219,2.229337692260742,55.35000228881836,33.12094497680664,9657.142578125,0,2.22775913271117,0.0015785595495723115,False
22.905000686645508,72.58499908447266,2.2502493858337402,56.391666412353516,33.12094497680664,9657.142578125,1,2.249414063527492,0.0008353223062482762,False
22.905000686645508,72.59500122070312,2.2424192428588867,56.0,33.12094497680664,9657.142578125,1,2.2412717949488177,0.0011474479100690438,False
22.905000686645508,72.6050033569336,2.2142739295959473,54.60833740234375,33.12094497680664,9657.142578125,1,2.2123408213355247,0.001933108260422589,False
22.905000686645508,72.61499786376953,2.1897549629211426,53.41666793823242,33.12094497680664,9657.142578125,1,2.187567461844486,0.0021875010766567726,True
22.905000686645508,72.625,2.17167067527771,52.54999923706055,33.26767349243164,9657.142578125,1,2.1688511491285305,0.002819526149179463,True
22.905000686645508,72.63500213623047,2.15301251411438,51.66666793823242,33.26767349243164,9657.142578125,1,2.1504877652585956,0.0025247488557842424,True
22.905000686645508,72.6449966430664,2.144843578338623,51.2833366394043,33.26767349243164,9657.142578125,1,2.14251877355743,0.002324804781193013,True
22.905000686645508,72.65499877929688,2.1348373889923096,50.81666564941406,33.26767349243164,9657.142578125,1,2.132817250989938,0.002020138002371663,False
22.905000686645508,72.66500091552734,2.142882823944092,51.19166564941406,33.26767349243164,9657.142578125,1,2.140613045116514,0.0022697788275776176,True
22.905000686645508,72.67500305175781,2.143239736557007,51.20833969116211,33.26767349243164,9657.142578125,1,2.1409596781744495,0.002280058382557293,True
