cause,baseline_deaths,af_mean,excess_deaths
IHD,10562.5,0.07826787233352661,826.7044677734375
STROKE,8027.5,0.06586815416812897,528.756591796875
COPD,3802.5000000000005,0.06361790001392365,241.90704345703125
LC,1267.4999999999998,0.06119242683053017,77.5614013671875
LRI,2112.5,0.10968028008937836,231.69960021972656
