time,merra2,cams
2019-06-20,58.04459762573242,63.200027
2019-06-21,58.91115951538086,72.00102
2019-06-22,50.499942779541016,83.00174
2019-06-23,63.078948974609375,95.53981
2019-06-24,63.8881721496582,96.75285
2019-06-25,69.99583435058594,107.09223
2019-06-26,54.154747009277344,73.66264
2019-06-27,45.35591125488281,56.363636
2019-06-28,45.52777099609375,54.095684
2019-06-29,37.8685302734375,61.209053
2019-06-30,45.73893737792969,64.439285
2019-07-01,48.50691223144531,54.61571
2019-07-02,43.36040496826172,73.21474
2019-07-03,53.36776351928711,56.10601
2019-07-04,38.476829528808594,66.40227
2019-07-05,33.261558532714844,65.78639
2019-07-06,35.450477600097656,65.11027
2019-07-07,38.22574996948242,75.70189
2019-07-08,39.960899353027344,53.17978
2019-07-09,76.64723205566406,46.161224
2019-07-10,39.690303802490234,41.847446
2019-07-11,45.45240783691406,39.06608
2019-07-12,27.099075317382812,37.201565
2019-07-13,24.247379302978516,42.085155
2019-07-14,48.274559020996094,38.679184
2019-07-15,36.56073760986328,42.375023
2019-07-16,41.55632019042969,39.60914
2019-07-17,27.898168563842773,46.20448
2019-07-18,48.093814849853516,61.10482
2019-07-19,50.07337951660156,44.00071
2019-07-20,45.818756103515625,66.66271
2019-07-21,36.813316345214844,65.36561
2019-07-22,26.273727416992188,41.185917
2019-07-23,26.830331802368164,41.909573
2019-07-24,31.005836486816406,42.44234
2019-07-25,36.17020034790039,45.033836
2019-07-26,56.61894607543945,60.3089
2019-07-27,52.325927734375,48.31963
2019-07-28,63.275733947753906,57.13211
2019-07-29,51.80294418334961,37.992817
2019-07-30,31.33757781982422,33.47103
2019-07-31,25.011995315551758,32.376404
2019-08-01,22.843589782714844,37.402634
2019-08-02,30.87308120727539,42.557404
2019-08-03,45.615047454833984,46.150024
2019-08-04,44.34477615356445,38.275723
2019-08-05,41.42660903930664,32.60806
2019-08-06,49.385379791259766,39.347343
2019-08-07,52.228328704833984,55.617016
2019-08-08,68.56004333496094,64.01552
2019-08-09,94.19966888427734,48.028366
2019-08-10,66.61238861083984,53.26922
2019-08-11,39.14237976074219,47.5903
2019-08-12,33.870635986328125,70.73636
2019-08-13,30.48196029663086,57.189796
2019-08-14,21.398555755615234,45.75067
2019-08-15,19.078001022338867,35.080353
2019-08-16,14.984488487243652,30.282467
2019-08-17,18.299898147583008,44.570553
2019-08-18,16.072158813476562,47.633762
2019-08-19,25.637971878051758,46.003273
2019-08-20,19.751644134521484,32.675602
2019-08-21,25.445419311523438,43.73645
2019-08-22,20.546836853027344,39.692764
2019-08-23,25.21061134338379,46.80237
2019-08-24,30.430904388427734,49.92263
2019-08-25,18.513574600219727,48.688644
2019-08-26,30.164112091064453,62.61126
2019-08-27,26.709877014160156,57.126186
2019-08-28,27.158945083618164,56.731926
2019-08-29,23.07948112487793,56.735847
2019-08-30,16.67261505126953,53.340363
2019-08-31,19.489233016967773,49.226746
2019-09-01,20.287906646728516,51.464348
2019-09-02,16.676963806152344,37.90894
2019-09-03,15.229371070861816,41.572563
2019-09-04,22.96438980102539,46.521603
2019-09-05,50.07701110839844,47.833893
2019-09-06,35.18476104736328,53.619877
2019-09-07,24.411745071411133,59.50122
2019-09-08,27.215225219726562,58.33438
2019-09-09,55.827571868896484,56.79315
2019-09-10,29.888652801513672,61.649902
2019-09-11,23.687175750732422,54.602463
2019-09-12,15.959858894348145,45.332
2019-09-13,16.30650520324707,41.67538
2019-09-14,16.403865814208984,39.349457
2019-09-15,26.923215866088867,44.737637
2019-09-16,27.423397064208984,42.390205
2019-09-17,43.8984375,53.59919
2019-09-18,58.2322883605957,84.85642
2019-09-19,32.7861328125,76.67302
2019-09-20,24.068058013916016,61.299156
2019-09-21,26.047311782836914,68.773994
2019-09-22,20.97687339782715,72.20638
2019-09-23,25.734020233154297,84.13158
2019-09-24,22.98243522644043,96.341705
2019-09-25,26.063905715942383,65.80596
2019-09-26,14.14281177520752,73.41018
2019-09-27,11.666898727416992,50.82287
2019-09-28,13.739141464233398,33.34311
2019-09-29,7.668664932250977,33.210304
2019-09-30,12.596369743347168,33.030857
2019-10-01,26.082605361938477,42.28895
2019-10-02,31.4622859954834,73.67065
2019-10-03,40.45794677734375,85.75087
2019-10-04,39.233116149902344,75.95854
2019-10-05,40.23622512817383,86.792465
2019-10-06,35.887237548828125,111.29643
2019-10-07,30.207971572875977,80.56618
2019-10-08,31.698850631713867,93.30588
2019-10-09,30.086833953857422,107.20604
2019-10-10,25.596555709838867,117.82873
2019-10-11,19.261789321899414,123.14484
2019-10-12,21.462352752685547,110.09365
2019-10-13,23.239124298095703,103.722305
2019-10-14,25.485177993774414,125.36704
2019-10-15,24.142019271850586,106.9436
2019-10-16,32.69907760620117,118.8
2019-10-17,36.003868103027344,141.80354
2019-10-18,34.899261474609375,113.62366
2019-10-19,39.730125427246094,108.861725
2019-10-20,46.43235397338867,91.43367
2019-10-21,60.33991622924805,131.64308
2019-10-22,56.27750015258789,102.93153
2019-10-23,33.19120407104492,82.445625
2019-10-24,31.550642013549805,98.235214
2019-10-25,40.2151985168457,89.10235
2019-10-26,41.31236267089844,88.722534
2019-10-27,21.21955680847168,54.290718
2019-10-28,18.160715103149414,70.22468
2019-10-29,20.539793014526367,73.36481
2019-10-30,13.980487823486328,70.3568
2019-10-31,24.875173568725586,85.01991
2019-11-01,48.7023811340332,88.487335
2019-11-02,44.37730026245117,81.50491
2019-11-03,15.782227516174316,115.89622
2019-11-04,27.194995880126953,122.40587
2019-11-05,51.64415740966797,124.68315
2019-11-06,46.760597229003906,109.696075
2019-11-07,31.23979949951172,113.707306
2019-11-08,31.549131393432617,83.74574
2019-11-09,48.1038703918457,87.1989
2019-11-10,61.700958251953125,136.11969
2019-11-11,72.45797729492188,141.712
2019-11-12,57.16096878051758,149.66003
2019-11-13,52.53583908081055,160.11066
2019-11-14,57.3879508972168,129.12901
2019-11-15,50.39713668823242,140.4773
2019-11-16,74.22682189941406,128.42056
2019-11-17,92.56793212890625,124.40117
2019-11-18,53.847145080566406,124.49348
2019-11-19,54.079681396484375,114.638535
2019-11-20,37.1873664855957,121.70817
2019-11-21,41.80418014526367,139.83542
2019-11-22,49.46714782714844,138.78813
2019-11-23,53.766143798828125,133.53061
2019-11-24,56.70718765258789,134.58696
2019-11-25,67.06370544433594,167.31715
2019-11-26,63.48639678955078,129.30156
2019-11-27,64.79988861083984,157.2453
2019-11-28,75.00131225585938,119.73776
2019-11-29,67.10729217529297,144.12247
2019-11-30,65.74574279785156,114.79943
2019-12-01,49.45889663696289,118.38541
2019-12-02,54.310218811035156,102.2104
2019-12-03,56.11069107055664,96.04512
2019-12-04,43.53316879272461,97.40164
2019-12-05,38.909027099609375,91.9478
2019-12-06,34.29200744628906,89.49679
2019-12-07,71.48590087890625,101.28841
2019-12-08,91.13314819335938,140.01297
2019-12-09,87.40238189697266,127.10701
2019-12-10,66.27326202392578,140.29245
2019-12-11,48.912715911865234,138.89737
2019-12-12,27.318801879882812,112.56235
2019-12-13,29.920866012573242,99.12985
2019-12-14,25.87027931213379,80.39368
2019-12-15,24.59127426147461,71.64847
2019-12-16,31.880475997924805,63.66813
2019-12-17,35.969547271728516,72.07836
2019-12-18,42.026390075683594,109.28368
2019-12-19,41.254966735839844,117.02574
2019-12-20,42.10102462768555,129.05316
2019-12-21,43.47987747192383,110.00513
2019-12-22,45.25687789916992,125.06697
2019-12-23,44.86012649536133,124.905556
2019-12-24,40.51844024658203,125.03401
2019-12-25,49.59441375732422,102.88187
2019-12-26,29.228546142578125,105.12979
2019-12-27,20.97433853149414,74.14654
2019-12-28,20.492229461669922,68.46346
2019-12-29,26.049043655395508,78.94687
2019-12-30,32.645729064941406,79.48288
2019-12-31,44.06953811645508,116.05075
